NODE_ID,ARS_ID,정류소명,위도,경도,정류소타입
102000281,03749,이집트대사관.한남더힐아파트,37.5362408844,127.0114310392,일반차로
102000283,03750,한남역,37.5305849943,127.0077438254,일반차로
102000285,03751,한남동,37.5337569266,127.008573227,일반차로
102000284,03752,한남동,37.533963153,127.0085656637,일반차로
102900095,03753,필리핀대사관,37.5406999627,126.995093255,마을버스
102900094,03754,필리핀대사관,37.5405702075,126.9951600296,마을버스
102000310,03900,전쟁기념관,37.5384014653,126.9734851953,일반차로
102000311,03901,용산역,37.527598,126.964794,일반차로
102000312,03902,국립중앙박물관,37.5208476177,126.9785496415,일반차로
101000323,03904,남산서울타워,37.5511419911,126.9909861872,일반차로
102000314,03905,하얏트호텔,37.5408918783,126.9972013482,일반차로
